Sample for t = 0.0
parameter = [0.0005202194453061509, 6.062893238015549, 1991.139723144991, 0.6506438099896928, 0.0007880738884166095, 4325.116066952584, 0.0026945900413829003, 476.44522552953225, 0.4809903809786982, 49501.49005289349, 0.06777530288353073] likelihood = -27739684.772570282
parameter = [0.0008424518341845072, 9.341297611080172, 1764.1666130186275, 0.47653864488374126, 0.0008562937761757715, 4982.072246970756, 0.0010629872604398709, 1923.5832224882445, 0.46075580590421344, 48568.2131540831, 0.07885814815371762] likelihood = -8666134.486587072
parameter = [0.000245395762122988, 9.07655756768441, 1802.3087445373283, 0.1961148770302519, 0.000673726311728642, 7471.956511287971, 0.03772095295004636, 1905.5765985662372, 0.2051304640559338, 9345.163308553188, 0.193327023122921] likelihood = -2212154.714411557
parameter = [0.0008424518341845072, 9.341297611080172, 1764.1666130186275, 0.47653864488374126, 0.0008562937761757715, 4982.072246970756, 0.0010629872604398709, 1923.5832224882445, 0.46075580590421344, 48568.2131540831, 0.07885814815371762] likelihood = -8666134.486587072
parameter = [0.0007892240378953301, 6.500607369511179, 1775.9465756010825, 0.4854226918543118, 0.0007475092566455064, 3004.5998957313495, 0.003310336530763864, 1268.1438303599805, 0.36087985088670765, 67345.84135056795, 0.12078712997917906] likelihood = -4124181.6273485143
parameter = [0.0006018897634993931, 9.445618121546028, 1647.7892412648591, 0.24137035355217074, 0.00023513919739654135, 3332.531355880793, 0.010076582618119957, 1229.2337185977385, 0.24897287480050978, 73927.45651062661, 0.16087695730216106] likelihood = -1261558.2488570795
parameter = [0.0008299355465386586, 4.989989961157722, 1182.4620239253543, 0.04276820694142853, 0.0001840012467181252, 3691.7138078554563, 0.022511032599836885, 1133.99444247068, 0.9974193172148544, 3501.0124162766556, 0.2613778172859295] likelihood = -5235.011865736997
parameter = [0.0009045345094518692, 7.047958069438098, 1991.0696995156236, 0.8739967112708779, 0.00045313364587719535, 3216.255373131138, 0.010499313020390763, 769.9287645025589, 0.20384791314310602, 34611.76005875489, 0.6495796580357727] likelihood = -240187.26253620425
parameter = [0.000429097716156551, 5.330898880277666, 1765.4997788161577, 0.5360773859788088, 0.0006887573754512671, 3335.7621114277513, 0.022997478540950012, 893.7965463427179, 0.2877582715301327, 52534.218600570974, 0.33535294381539965] likelihood = -1125097.375144883
parameter = [0.00015973577503419393, 4.81921379957516, 1229.936191744416, 0.36075702168513757, 0.0006091828546194712, 4221.426968940227, 0.0248543690881698, 1477.0972730903495, 0.40660606996599613, 33863.59073710105, 0.246185525665174] likelihood = -2950070.168162915
parameter = [0.00014453659489881748, 6.993220921380798, 1248.0086668681056, 0.17260112895727076, 0.000628475814599639, 4360.822840037727, 0.06576444898112933, 1497.7368208068194, 0.40785172497168326, 34658.89275846952, 0.263539214145832] likelihood = -1795698.8300140216
parameter = [0.0002940027698839638, 3.4399646254580323, 1197.5190159468516, 0.22618085469001795, 0.0009634614878863426, 2593.491166426215, 0.09826224175576925, 440.6297771458886, 0.44044821665212475, 54457.017502791285, 0.27732679515933556] likelihood = -1007334.5104920282
parameter = [0.0009808428226607056, 2.103574885953638, 1136.2531646101722, 0.19855726481472924, 0.000789093830539809, 3608.395552102416, 0.05532664767914279, 523.1935505017228, 0.9080521316076509, 62265.947202333366, 0.4599371671194846] likelihood = -42969.14675988394
parameter = [0.000462159809470395, 7.845243508456091, 1138.476348673279, 0.7636516216222824, 0.0004184917898822756, 6991.963020682964, 0.010548445924941797, 537.4439823302482, 0.8967561339796923, 83877.93999819942, 0.5102477671404096] likelihood = -627178.4281156675
parameter = [0.0009808428226607056, 2.103574885953638, 1136.2531646101722, 0.19855726481472924, 0.000789093830539809, 3608.395552102416, 0.05532664767914279, 523.1935505017228, 0.9080521316076509, 62265.947202333366, 0.4599371671194846] likelihood = -42969.14675988394
parameter = [0.000462159809470395, 7.845243508456091, 1138.476348673279, 0.7636516216222824, 0.0004184917898822756, 6991.963020682964, 0.010548445924941797, 537.4439823302482, 0.8967561339796923, 83877.93999819942, 0.5102477671404096] likelihood = -627178.4281156675
parameter = [0.0009808428226607056, 2.103574885953638, 1136.2531646101722, 0.19855726481472924, 0.000789093830539809, 3608.395552102416, 0.05532664767914279, 523.1935505017228, 0.9080521316076509, 62265.947202333366, 0.4599371671194846] likelihood = -42969.14675988394
parameter = [0.00024478927910161636, 1.451983737272336, 1275.7795880424826, 0.20956868836431192, 0.0004495999129273654, 4402.347590928531, 0.06882883286766345, 993.1089179278508, 0.9550143499427514, 26000.953142912753, 0.31324014662541505] likelihood = -1806291.6079529403
parameter = [0.000462159809470395, 7.845243508456091, 1138.476348673279, 0.7636516216222824, 0.0004184917898822756, 6991.963020682964, 0.010548445924941797, 537.4439823302482, 0.8967561339796923, 83877.93999819942, 0.5102477671404096] likelihood = -627178.4281156675
parameter = [0.00024478927910161636, 1.451983737272336, 1275.7795880424826, 0.20956868836431192, 0.0004495999129273654, 4402.347590928531, 0.06882883286766345, 993.1089179278508, 0.9550143499427514, 26000.953142912753, 0.31324014662541505] likelihood = -1806291.6079529403
