Sample for t = 0.0
parameter = [0.0005698673655768417, 4.74583559675099, 1330.1092827786695, 0.358018635723911, 0.04176769668555977, 1568.7512636897952, 0.0008799581076316847, 6496.056692617038, 0.9349594820451321, 88735.6574287863, 2.193874826821248, 0.7542010673660513, 198.5679618915653, 0.2582908787754785] likelihood = -31899738911.517887
parameter = [0.0007388168362889789, 9.032232407320405, 1094.611652356266, 0.5598263665121856, 0.027479054496154152, 1968.9633804485516, 0.00037115463545357757, 5456.495618360463, 0.580531750708341, 85206.70211299341, 1.6011965975922466, 0.4582711065928925, 192.88542008481397, 0.23430733895308484] likelihood = -14430399337.355833
parameter = [0.0007616650728533711, 6.526382251511552, 1316.27787217529, 0.5643330369922467, 0.025780233530654128, 1698.6240392072823, 0.0007839532168759667, 6179.774119909884, 0.5028288289766621, 56405.44921145776, 1.1748593013885704, 0.1976629662583534, 193.6678566462228, 0.2639625599561912] likelihood = -1974687016.184544
parameter = [0.00010477678004529951, 7.796145638220084, 1196.3076518660016, 0.5081680051093209, 0.04892673200682034, 770.8557430032707, 0.0006817938362348793, 6967.793064843823, 0.7170036381979261, 81526.95954846064, 1.4894871826587284, 0.18746250550390364, 165.56474023413864, 0.1544850104953949] likelihood = -5214212881.723191
parameter = [0.0004708428471374571, 4.864012109935988, 1414.266547414021, 0.25696792240281385, 0.06439901096638305, 1312.1172672945374, 0.0008007346025829456, 6232.15040957699, 0.9609228157657845, 36116.87788906145, 4.86856487882172, 0.28487793683118984, 160.79852078654466, 0.056373711209051804] likelihood = -92562465424.53113
parameter = [5.789420121738492e-05, 6.143806574998826, 1497.914036440982, 0.14986249201650806, 0.06776128473571115, 1553.3497760274527, 0.0002209925569451176, 5676.564109051102, 0.40658957024888076, 76017.46201698088, 3.601239356895482, 0.36315915956080375, 66.37383732338458, 0.048334188756313304] likelihood = -218068712030.42465
parameter = [0.00015848974160835667, 3.0448376201554455, 1314.639040975522, 0.3975830057181832, 0.04157295291185491, 1110.3323864286317, 0.00017727083324506088, 3655.842040295216, 0.6189360984260036, 86087.5990199939, 4.723275100819107, 0.3551837019317054, 74.21928303991005, 0.13943546432297427] likelihood = -24029184786.34989
parameter = [0.00010890642370060237, 2.2167203417461696, 1335.5488109002565, 0.7347561053803436, 0.06144968129371954, 1577.1540097504042, 0.0001301901496240873, 3988.890620668281, 0.7890688437216875, 52566.816670234126, 2.816757541503027, 0.6409797890337001, 50.6971282925953, 0.358047499227515] likelihood = -10040564947.624754
parameter = [9.943315458693473e-05, 2.5806340871104365, 1477.3419844536559, 0.28829341850648715, 0.056569187580506906, 874.6519411906523, 0.0005635973197502171, 4292.41625404555, 0.9630233657821141, 29904.336529316748, 2.9786815991719124, 0.8673298648470383, 91.39236105416234, 0.46554240531376645] likelihood = -12150215007.176933
parameter = [3.968353137468604e-05, 2.924377171184635, 1689.0529123162064, 0.08210901419598234, 0.09714892313087262, 1473.9020070555816, 0.00025397206688770066, 5605.8565595498585, 0.6374342153985313, 35272.37671828938, 3.389817852199611, 0.18783874029421527, 116.29323738215722, 0.38502905495857387] likelihood = -766077857.2707552
parameter = [3.06649932133591e-05, 2.3953040930486913, 1951.0226500282122, 0.6581913939898897, 0.06961331208302894, 826.3291738702009, 0.00019588021375908053, 6570.415875614208, 0.5233760932656428, 62457.51110389402, 2.7077260191680503, 0.19924337118652277, 148.99907603378037, 0.2996661910178478] likelihood = -35118427.2393202
parameter = [0.0001620603886899987, 1.283713687206457, 1928.4880091374353, 0.5943956958777792, 0.038473218874162184, 852.0637950509047, 0.00011715272191474713, 6228.6676028083775, 0.6390216174716383, 63100.65576788062, 2.8515131505417366, 0.15347751930280948, 171.09291273917532, 0.13493465255574322] likelihood = -2140316940.0752978
parameter = [0.0001176816401717295, 1.0011332887302395, 1793.5285501090402, 0.27003581832334833, 0.03236096857583098, 1451.1940950395, 0.000344809090902736, 6770.940740657251, 0.9427673841767304, 29659.248179893686, 2.27999013346107, 0.14296093215355987, 183.50081519591353, 0.17336576874225984] likelihood = -1190663444.9476976
parameter = [0.00026762068482478254, 1.0748422464530698, 1547.7961747251907, 0.2977580301019821, 0.0267217353693196, 1476.348029169148, 0.00031766992377458485, 4240.208944056861, 0.9808501701120739, 57123.808949262784, 2.7428608613447594, 0.12980446978387616, 147.35966512624313, 0.19183503421489329] likelihood = -1227758763.3412616
parameter = [0.0002978862481836724, 1.4790867618038095, 1432.8645476377937, 0.12028071891413777, 0.06034504686848785, 1593.4314393491354, 0.00037925300470036404, 4831.72510676635, 0.9404854843188132, 62299.72798793516, 1.6004987966950446, 0.0500887687380082, 169.33761456458956, 0.4402036210326341] likelihood = -37999821.697772264
parameter = [0.0003315774565482392, 1.6576536261184958, 1367.6931927380515, 0.5075319404203587, 0.06269816770497631, 1396.7421053037394, 0.0007129438888405148, 5603.586164433324, 0.826330849474231, 37018.03565579608, 1.2189227209076623, 0.19329642010567247, 193.5964882267845, 0.7059844224334544] likelihood = -217184480.31480944
parameter = [0.000516662495584115, 1.7061658145099499, 1433.530644032063, 0.21780961145034658, 0.036830325558705544, 1584.5339090811842, 0.0006099491045459943, 5686.73010601966, 0.25932713536497803, 84110.39236048883, 1.0379536416112154, 0.20203117299165488, 160.28438249485174, 0.7652477152632361] likelihood = -225586099.70352733
parameter = [0.00020772349326794335, 2.3172117863083512, 1961.1586114760316, 0.11235256223722866, 0.08804986450044247, 1482.0372565308987, 0.0005597367646745715, 6805.116892893605, 0.6131696427983329, 20414.720534445816, 1.248748863402033, 0.47354375302037777, 176.75305003264074, 0.6228019871572681] likelihood = -1902104324.293281
parameter = [0.000514530701082195, 1.3269878800154271, 1628.8178704400373, 0.09130658264745757, 0.06539426308638299, 1386.600788811031, 0.0002961453518635644, 5307.903132992909, 0.7762372024162438, 46118.04537137697, 1.4633243087857715, 0.12367128957095909, 160.4371124877285, 0.4526911075162114] likelihood = -222909142.78298146
parameter = [0.00032920488242705085, 1.7997273748694906, 1643.5522458997111, 0.553350259323784, 0.04667419572491751, 513.7254033889672, 0.0003748960793514378, 7330.185313901491, 0.9119081364948873, 17553.75566482261, 1.6512096502678801, 0.1546530932519041, 132.39911281524166, 0.3010473290764218] likelihood = -811169596.5211723
parameter = [0.0002891644438804199, 1.96651946050433, 1833.3141657100837, 0.7240376484852185, 0.06661408391960028, 845.415435883591, 0.0007219393015019476, 6134.018466678181, 0.730192413400246, 14243.321441665252, 1.5816576756849479, 0.9559102184260793, 127.00370943680646, 0.3078695960582646] likelihood = -30225950446.877396
parameter = [0.0006160349144732613, 1.8503650306818598, 1931.898824016932, 0.739552038614916, 0.04998641174556962, 775.392972067583, 0.0006405690368496995, 7391.726096679393, 0.9116740352674298, 12747.74673320196, 1.7853721856914586, 0.45347977162756464, 114.11657682054759, 0.15480097680565838] likelihood = -28527976896.396225
parameter = [0.000688226994636554, 2.4128062443006995, 1532.976947513187, 0.7301267238363529, 0.025640793480099136, 782.8015935942584, 0.0007265664836249545, 6313.3709486030475, 0.9284722145426317, 19003.38410894566, 1.1881316597488736, 0.8890424052710402, 104.11881491178994, 0.3035313515550523] likelihood = -31631573153.075962
parameter = [0.00023507971916620965, 3.1703835773793454, 1851.1388734729808, 0.3994554127478314, 0.061609247515719064, 772.1779239815933, 0.000984412905202966, 6853.226316228931, 0.8522165362787727, 35968.12071565567, 1.0393023187123371, 0.2856530475024427, 148.58271294178553, 0.24128810650765842] likelihood = -4698818614.99637
parameter = [3.548826154162319e-05, 6.614312529107093, 1497.8371014264333, 0.7556266823350035, 0.07509291343448822, 934.67760679103, 0.0006609596713280172, 6093.1440537047365, 0.6554920543383888, 46286.02625773819, 1.0383729504567554, 0.3250522796957318, 163.64217837187715, 0.15715844493297756] likelihood = -10725228951.742237
parameter = [6.0856773334648897e-05, 3.328084158253659, 1376.9934768956934, 0.7972576744414621, 0.08126652112209115, 1091.6807368322334, 0.0007785484911942295, 4486.607704020887, 0.9344765089210395, 37536.54900315123, 1.5252267206154226, 0.23362774238287384, 133.41766838424923, 0.2115884777953628] likelihood = -2734840503.2448244
parameter = [0.00011854725019863643, 5.035440608972616, 1230.3418024451646, 0.2194086516301896, 0.08264779521686832, 1410.3933316438001, 0.0008111421733669183, 2710.2997967955134, 0.3819945120971103, 58311.55175697592, 1.8602617506062111, 0.716705302650707, 113.08965427338812, 0.10176799789400919] likelihood = -188781518588.34598
parameter = [0.0001914132978226579, 4.2985845055046354, 1185.239089783595, 0.6825060927512925, 0.08608699900098155, 1833.7341089750923, 0.000906142737160575, 2949.533195620554, 0.562236666108763, 37592.605990758144, 1.1815934191800572, 0.7249989675077174, 159.52711779931664, 0.21807539596536443] likelihood = -39554029433.7451
parameter = [0.0002434657027484645, 5.362498736305057, 1257.4825792876456, 0.7659696888810089, 0.07826407624685915, 1285.5723739546302, 0.0006164602006160934, 3162.212998049636, 0.7093278850900595, 19095.027412812713, 2.0225815469389747, 0.8004741945062275, 146.27348542657126, 0.26432741608409105] likelihood = -34198866117.946625
parameter = [0.00018052254790562144, 3.4163292800469103, 1082.9535615244708, 0.6751134253773725, 0.02553700387276735, 1017.1465640080326, 0.0003713000524602091, 2996.593788546699, 0.7404710861372656, 7767.498529902498, 2.2012923202937036, 0.8617748483368051, 137.99676597219943, 0.1520575607199349] likelihood = -114548652327.5293
Sample for t = 4.3225653906885883e-07
