Sample for t = 0.0
parameter = [0.00025674063444988806, 5.403332370966435, 1751.2567854640417, 0.2984766044710499, 0.0005871833904905616, 3171.3084990435163, 0.0958139616212786, 572.306791024026, 1.0661549697831818, 0.36339215717223383, 86844.28005744459, 0.0004061904777023464, 0.1839260762491783, 153.9381488565481, 0.40513403467634984] likelihood = -718390800.0878863
parameter = [0.0005171753550341408, 5.442769716939868, 1583.0439803145566, 0.08332492808938999, 0.0007633528249646223, 3111.7441306997043, 0.0680777361680316, 602.2284995438055, 1.296046072703253, 0.22447417632159727, 67342.46984533897, 0.00021390431481939533, 0.4072774415397825, 137.29462188772388, 0.21019328428952205] likelihood = -14156553548.228113
parameter = [0.0005950960486736912, 5.053524579278717, 1860.7277407828674, 0.18016510558216864, 0.0006014367327727705, 2654.9792552563513, 0.06793966311540273, 1615.6844339025142, 1.8151952965454743, 0.2818126440269074, 53886.66808547495, 0.0002405468610750465, 0.2430849660935268, 108.40543293649066, 0.41324449184697015] likelihood = -1292591386.341632
parameter = [0.00014463763500122232, 3.218043052400305, 1651.3081701071308, 0.5859912287209464, 0.00035457269170055436, 3104.79525216861, 0.06452636118965706, 1483.3853451508849, 1.0196510679219775, 0.4499441001726211, 87669.39055440537, 0.0003761596669361734, 0.1062718646152509, 80.6096280907489, 0.3208187804498018] likelihood = -372256519.5912653
parameter = [0.00011749448046794203, 4.208544438054767, 1819.665848988798, 0.1659079598018641, 0.0004163206810666489, 3483.7571282916024, 0.05199117465385963, 1112.3771314642652, 2.0327378982424484, 0.35917674492394824, 66155.7469994277, 0.0004828261661987291, 0.04741551376987876, 104.00401993797679, 0.16212026178575958] likelihood = -324872575.8027557
parameter = [0.00037945450863697096, 2.925318733946209, 1965.8039896845753, 0.5769396674211197, 0.00026686671959170923, 3139.5922165141305, 0.07614517771231812, 791.6610956606793, 3.6644846219002476, 0.38861173508751595, 46860.43055905697, 0.0004641827594551598, 0.07715932716313892, 75.30683398615042, 0.05397165172300942] likelihood = -7520803804.103294
parameter = [0.0007640564854385289, 4.241798177237093, 1744.5142853155792, 0.9352367861039764, 0.0006045963281707105, 3339.964065131777, 0.09042104695591428, 603.7034604609835, 2.833575398041022, 0.3892234674349801, 77219.00740377256, 0.000291139122147354, 0.0676136041839857, 67.63178201881631, 0.026094762571970184] likelihood = -26705499081.79745
parameter = [0.0005485311461828138, 2.9009118304636043, 1716.1853660134198, 0.9060692956863855, 0.00098413873981586, 4069.447287609902, 0.06451932774276031, 731.4709821300788, 3.2925783098006205, 0.28728266018006704, 43551.11582338585, 0.00025287707479227587, 0.07394208717436608, 61.60770500866598, 0.020940512279801135] likelihood = -48047899835.61577
parameter = [0.0006458540533930333, 5.227936848793355, 1473.6131403778188, 0.2893207921570866, 0.0008567124555122216, 4805.251259843043, 0.010195912681839803, 1473.0571906154369, 4.124832745222933, 0.1368141148040711, 67763.69411036909, 0.0003294589364704593, 0.07582125825463777, 86.40196786104082, 0.018765215582331473] likelihood = -61717857385.269005
parameter = [0.00032647004709715027, 4.06715425316189, 1304.042997770043, 0.1845124350565961, 0.0009564819644428593, 4056.46404560347, 0.010151780868347952, 1273.177817322658, 1.6659387780880066, 0.09783684737378218, 59615.13377128465, 0.00023529847437685157, 0.0931845270108162, 90.27404956783992, 0.024428308225768466] likelihood = -54220384026.8862
parameter = [0.0008293371474459409, 3.2095759373606314, 1288.9181655944874, 0.7858440599102294, 0.0007795274800635312, 3575.3339875023185, 0.012802636299442557, 416.65466839308726, 2.2133441500930124, 0.10157796296911717, 64885.23477007115, 0.00024416666293021716, 0.08580759261841742, 122.05710150871545, 0.017969030226059373] likelihood = -81940809764.42749
parameter = [0.0008886622094030241, 1.162731093903955, 1896.6663211969774, 0.22524337873574368, 0.0008934369247123607, 2578.2253853719562, 0.06498729410243494, 277.81656831656744, 3.2538940903597964, 0.11244366817490446, 24367.8925051727, 0.00015474376230476802, 0.16696929012979922, 128.12806048726122, 0.017248520988385568] likelihood = -283503265313.53156
parameter = [0.00013502615454904246, 1.3747979267455979, 1360.868782970048, 0.6198221920098475, 0.0007630375935532991, 3313.5261375206237, 0.03420566769914824, 241.94940026909129, 3.8184828457732753, 0.07156318928916476, 25726.442622360337, 0.00020546738896626984, 0.12546869958058784, 183.8880989266338, 0.038656378527812674] likelihood = -18837819964.157906
parameter = [0.0004257208093227834, 1.454071029110545, 1453.7584162236624, 0.19213440783558183, 0.0007468419610588876, 2807.303240664698, 0.02484475347399107, 279.34501736504785, 3.570538718281818, 0.1080740670464704, 32978.493100022424, 0.00017160188713960663, 0.2709097567870388, 104.73843232537794, 0.062041096686965586] likelihood = -64798182906.68782
parameter = [0.0003067487007756445, 2.412435130782601, 1728.992401599308, 0.26907195392700006, 0.0008119279140231994, 3683.2338067817664, 0.01867820752051577, 270.0444686352135, 4.013503603444472, 0.04872068554778929, 47717.68047516591, 0.0001266400422904147, 0.4794937486353853, 174.0234264354281, 0.10271554812848702] likelihood = -72986259182.07378
parameter = [0.00034072890850869205, 1.808259454419601, 1850.330430023285, 0.19724143816222423, 0.000551826141614522, 4110.438344509919, 0.013574987990935325, 396.12754039866473, 4.375494735148757, 0.08324880969236507, 61248.82137855468, 0.00010274485409553275, 0.7232012288967395, 191.37399619415507, 0.15823225156938617] likelihood = -67269857626.49261
parameter = [0.0003038193673917835, 1.9433726220526082, 1801.0070435224902, 0.09153966397281195, 0.0007069261043236053, 4681.449462507362, 0.02885216187463762, 529.3438936934662, 3.8133515732432537, 0.0802790336844117, 65991.59551794278, 0.00013445567637487417, 0.9586298449585774, 163.8042643937552, 0.3822153125163029] likelihood = -21399627561.80588
parameter = [0.0003341855427779199, 1.8841288503715818, 1581.33382066534, 0.5554200447744301, 0.0004026671812611757, 4931.83344537203, 0.03971901986179368, 337.04790374574105, 4.688666495368497, 0.08004973619066759, 44723.223628902735, 0.00018532442081734094, 0.24889597655083398, 178.56255833194203, 0.4780180273109915] likelihood = -805900878.6681361
parameter = [0.0007461797054390983, 1.8027518775270295, 1274.3753453151548, 0.16251872879214685, 0.0005119857447902868, 4581.599317321259, 0.02123518593927544, 282.69093881526635, 4.193963223614615, 0.09242281627080362, 86454.71889879908, 0.00011892253256814896, 0.4087485264952759, 194.42034775783765, 0.30798118524234525] likelihood = -5961078913.590413
parameter = [0.0008797990259150935, 1.4686099729704125, 1412.2461428653364, 0.7018139997345061, 0.0006918235253214869, 4045.2256894480356, 0.04110027441520122, 286.8713862479811, 1.7296388355384915, 0.09912512777119965, 81484.3594029731, 8.803749115789517e-05, 0.5584038443661643, 187.49370486242364, 0.601681472495826] likelihood = -2742791752.006395
parameter = [0.0004976434601135744, 1.3562325322657025, 1653.8428465778434, 0.615376381381093, 0.0003649559755569302, 3459.1461285488526, 0.08085768544654805, 227.62399222861822, 2.850035490115116, 0.15724890350753754, 50932.64177192625, 0.00014086609452528817, 0.45538679148547784, 138.7691526045088, 0.2604927484675098] likelihood = -9238314601.863998
